0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.969000000000005857e-02,9.603099999999999969e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.575296100000004706e-03,7.465411170000012253e-02,9.253458882999998636e-01,9.984247039000000434e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.603099999999999969e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.252350220900028139e-05,4.413270788955013686e-03,1.055175701220901485e-01,8.944824298779098237e-01,9.955867292110450739e-01,9.999374764977909669e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.984247039000000434e-01,9.237705921999999070e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.481557802675224717e-06,2.327231042172745953e-04,8.253419269676202930e-03,1.328187557652665274e-01,8.671812442347335281e-01,9.917465807303238456e-01,9.997672768957827083e-01,9.999975184421973085e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.999374764977909669e-01,9.955242057088360408e-01,8.900691590889548976e-01
0.000000000000000000e+00,0.000000000000000000e+00,9.849302918817981069e-08,1.152135175068250783e-05,5.419262480471444309e-04,1.287907604437912509e-02,1.570216047271097426e-01,8.429783952728903129e-01,9.871209239556210102e-01,9.994580737519528357e-01,9.999884786482492460e-01,9.999999015069708230e-01,9.999975184421973085e-01,9.997647953379800168e-01,9.915138576261065539e-01,8.589278249650573738e-01
0.000000000000000000e+00,3.909188328478862444e-09,5.479571035158115303e-07,3.211974882203300167e-05,1.010535953129554788e-03,1.811043153238029585e-02,1.785262127804542187e-01,8.214737872195457813e-01,9.818895684676198776e-01,9.989894640468703901e-01,9.999678802511779985e-01,9.999993535498672426e-01,9.999883762460317627e-01,9.994465524002021928e-01,9.865789977075737349e-01,8.300993192285112121e-01
1.551556847573262698e-10,2.534729439750680134e-08,1.779448255069975177e-06,6.970000355769065479e-05,1.650397469521051874e-03,2.379863903457589761e-02,1.976778996522057241e-01,8.023221003477942759e-01,9.762013609654243140e-01,9.983496025304788857e-01,9.999302960872539225e-01,9.999976686854530339e-01,9.999673069467800435e-01,9.989573441428927225e-01,9.808790325144901567e-01,8.033633556871655479e-01
1.148873541138336217e-09,9.396768554108816083e-08,4.405594827901904362e-06,1.297421191418155460e-04,2.466723294813994057e-03,2.982084318077260834e-02,2.147749601238999329e-01,7.852250398761000394e-01,9.701791568192276172e-01,9.975332765500302123e-01,9.998702323784081081e-01,9.999937896096224854e-01,9.999284265805017391e-01,9.982799013780476738e-01,9.745509634897449036e-01,7.785234613132184789e-01
4.787253398568569570e-09,2.614121881731111994e-07,9.209072996640842613e-06,2.175222953542252033e-04,3.459653530225263902e-03,3.607598706397164429e-02,2.300752948877920756e-01,7.699247051122078966e-01,9.639240129298705106e-01,9.965403453147428925e-01,9.997823825880867155e-01,9.999862913644897988e-01,9.998655908738421916e-01,9.974035297985462956e-01,9.677124334731452837e-01,7.554041966950831855e-01
1.478269097238099507e-08,6.063594019999943215e-07,1.712189213452529254e-05,3.379345322708843442e-04,4.625515619467627550e-03,4.248127731354468806e-02,2.438020854520717429e-01,7.561979145476838138e-01,9.575187226349430869e-01,9.953744795417662772e-01,9.996617992680432163e-01,9.999734076226804991e-01,9.997726622722374890e-01,9.963228093894697102e-01,9.604643591685790849e-01,7.338487180459766224e-01
